Categoría,Nombre,Ingredientes,Preparación,Método,Tiempo,Dificultad,Tip
Cena,Ensalada de garbanzos,"Garbanzos, tomate, cebolla, hojas verdes.",1. Escurrir y enjuagar los garbanzos. 2. Cortar el tomate y la cebolla en cubos pequeños. 3. Lavar las hojas verdes y secarlas bien. 4. Mezclar todos los ingredientes en un bowl. 5. Condimentar a gusto y servir.,Crudo,10 min,Muy Fácil,Excelente opción para vianda por su saciedad.
Cena,Ensalada de hojas verdes,"Lechuga, rúcula, espinaca, tomate.",1. Lavar bien todas las hojas y secarlas por completo. 2. Trocearlas con las manos para mantener mejor su textura. 3. Cortar el tomate en cubos o gajos. 4. Mezclar todo en una fuente. 5. Condimentar justo antes de servir.,Crudo,10 min,Muy Fácil,Secar bien las hojas evita que el aderezo quede aguado.
Cena,Ensalada de lentejas clásica,"Lentejas cocidas, tomate, cebolla, perejil.",1. Enjuagar las lentejas cocidas y colocarlas en un bowl. 2. Agregar el tomate y la cebolla picados pequeños. 3. Sumar perejil fresco picado. 4. Condimentar con aceite de oliva y sal. 5. Mezclar suavemente y servir.,Crudo,10 min,Muy Fácil,Un toque de limón realza sabores y mejora la absorción del hierro.
Cena,Ensalada de lentejas fresca,"Lentejas, verduras varias, aceite de oliva.","1. Colocar las lentejas cocidas en un bowl. 2. Agregar vegetales frescos picados a elección. 3. Incorporar aceite de oliva, sal y pimienta. 4. Mezclar suavemente hasta integrar todo. 5. Servir fría o tibia.",Crudo,10 min,Muy Fácil,Queda mejor si reposa unos minutos antes de servir.
Cena,Ensalada de papa y huevo,"Papa cocida, huevo duro.","1. Cocinar la papa hasta que esté tierna y dejar enfriar. 2. Hervir el huevo y pelarlo. 3. Cortar ambos en cubos medianos. 4. Colocar en un bowl y condimentar con aceite, sal o una pizca de mayonesa. 5. Mezclar con cuidado y servir.",Hornalla,20 min,Fácil,No la mezcles caliente para evitar que la papa se rompa.
Cena,Ensalada de pollo completa,"1 pechuga chica, arroz integral, huevo, lechuga, tomate, cebolla, zanahoria, repollo.",1. Cocinar el arroz integral y dejar enfriar. 2. Cocinar la pechuga y cortarla en tiras o cubos. 3. Hervir el huevo y picarlo. 4. Lavar y cortar todos los vegetales. 5. Unir todo en un bowl grande. 6. Condimentar a gusto y servir.,Crudo,10 min,Muy Fácil,Ideal para dejar preparada con anticipación.
Cena,Ensalada de porotos,"Porotos cocidos, cebolla, tomate.","1. Enjuagar bien los porotos cocidos y escurrir. 2. Cortar la cebolla y el tomate en cubos pequeños. 3. Colocar todo en un bowl amplio. 4. Condimentar con aceite, vinagre y sal. 5. Mezclar suavemente y dejar reposar unos minutos antes de servir.",Crudo,10 min,Muy Fácil,Sumar perejil fresco al final levanta muchísimo el sabor.
Cena,Ensalada de quinoa,"Quinoa cocida, verduras, aceite de oliva.",1. Lavar la quinoa varias veces bajo agua fría. 2. Cocinarla hasta que el grano se abra y quede tierno. 3. Dejar enfriar por completo. 4. Mezclar con verduras frescas picadas. 5. Condimentar con aceite de oliva y sal.,Hornalla,20 min,Fácil,Lavarla bien elimina el sabor amargo natural.
Cena,Ensalada de remolacha,"Remolacha cocida, cebolla.","1. Pelar la remolacha cocida y cortarla en cubos pequeños. 2. Picar la cebolla bien fina. 3. Mezclar ambos ingredientes en un bowl. 4. Agregar aceite, sal y un toque de vinagre. 5. Integrar bien y servir.",Hornalla,20 min,Fácil,El vinagre equilibra muy bien el dulzor de la remolacha.
Cena,Ensalada de verduras asadas,"Verduras varias, aceite de oliva.",1. Cortar las verduras en trozos medianos. 2. Colocarlas en una fuente con aceite de oliva. 3. Cocinar hasta que estén doradas y tiernas. 4. Dejar entibiar o enfriar. 5. Mezclar y servir.,Crudo,10 min,Fácil,Queda deliciosa tibia o fría.
Cena,Ensalada de zanahoria y huevo,"Zanahoria rallada, huevo duro.","1. Rallar la zanahoria bien fina. 2. Hervir el huevo, pelarlo y picarlo. 3. Colocar ambos ingredientes en un bowl. 4. Condimentar a gusto y mezclar suavemente. 5. Servir fresca.",Crudo,10 min,Muy Fácil,Unas gotas de limón realzan muchísimo el sabor.
Cena,Ensalada de zucchini rallado,"Zucchini, limón, aceite.","1. Rallar el zucchini crudo con o sin cáscara. 2. Presionar suavemente para retirar exceso de agua. 3. Colocar en un bowl y agregar limón, aceite y sal. 4. Mezclar bien y servir enseguida.",Crudo,10 min,Muy Fácil,Consumila al momento para mantener su textura crocante.
Cena,Ensalada fresca de frutas,Frutas frescas de estación.,"1. Lavar, pelar y cortar todas las frutas en trozos parejos. 2. Colocarlas en un bowl grande. 3. Mezclar con cuidado para no romperlas. 4. Llevar a frío unos minutos y servir.",Crudo,10 min,Muy Fácil,Agregar jugo de naranja ayuda a evitar oxidación.
Cena,Ensalada fría de carne o pollo,"Tiritas de carne o pollo, tomate, zanahoria, arvejas, queso cremoso, aceite.",1. Cocinar la carne o el pollo en tiras y dejar enfriar. 2. Cortar el tomate en cubos y rallar la zanahoria. 3. Escurrir las arvejas y cortar el queso en cubos. 4. Mezclar todo en un bowl amplio. 5. Condimentar con aceite y servir fría o tibia.,Crudo,10 min,Fácil,Servirla fresca resalta mucho más los sabores.
Cena,Fainá rellena al puerro,"Harina de garbanzos, agua, puerro, tomate, queso.","1. Mezclar la harina de garbanzos con agua y aceite hasta integrar. 2. Dejar reposar 30 minutos. 3. Saltear el puerro picado hasta tiernizar. 4. Cocinar la mitad de la mezcla en una fuente caliente. 5. Agregar puerro, tomate y queso. 6. Cubrir con el resto de la mezcla y cocinar hasta que esté firme y dorada.",Horno,25-30 min,Media,El reposo mejora mucho la textura final.
Cena,Fajitas de pollo al horno,"Pollo en tiras, morrón, cebolla.","1. Cortar el pollo, el morrón y la cebolla en tiras parejas. 2. Colocar todo en un bowl y condimentar con aceite y especias. 3. Mezclar bien para cubrir todos los ingredientes. 4. Distribuir en una fuente en una sola capa. 5. Cocinar hasta que el pollo esté dorado y cocido.",Horno,20-25 min,Fácil,Cortar todo del mismo tamaño ayuda a una cocción pareja.
Cena,Fideos con albóndigas de lentejas,"Lentejas, fideos, salsa de tomate, vegetales.",1. Procesar las lentejas cocidas junto con los vegetales hasta obtener una mezcla moldeable. 2. Formar albóndigas pequeñas y dorarlas en sartén caliente. 3. Cocinar los fideos en abundante agua hasta que estén al dente. 4. Calentar la salsa de tomate. 5. Servir la pasta con la salsa y acomodar las albóndigas por encima.,Sartén,30 min,Media,Hacé las albóndigas chicas para que tomen mejor el calor de la salsa.
Cena,Fideos con albóndigas de lentejas rápidas,"Fideos, lentejas, cebolla, huevo.",1. Procesar las lentejas con la cebolla y el huevo hasta integrar. 2. Formar albóndigas pequeñas y llevar al horno hasta dorar. 3. Cocinar los fideos en agua hirviendo. 4. Servir los fideos calientes junto con las albóndigas recién hechas.,Horno,15-20 min,Media,"Si la mezcla queda húmeda, sumá avena o pan rallado."
Cena,Fideos con salsa blanca liviana,"Fideos, leche, almidón, nuez moscada.","1. Cocinar los fideos hasta que estén al dente. 2. En una olla, calentar la leche y agregar el almidón disuelto. 3. Revolver constantemente hasta que espese. 4. Sumar nuez moscada a gusto. 5. Mezclar la salsa con los fideos y servir caliente.",Hornalla,20-25 min,Fácil,Revolvé seguido para evitar grumos y lograr una salsa suave.
Cena,Fideos con salsa de tomate,"Fideos, tomate, cebolla, ajo.","1. Picar la cebolla y el ajo, y cocinarlos hasta perfumar. 2. Agregar tomate picado o triturado y cocinar la salsa. 3. Hervir los fideos hasta que estén listos. 4. Escurrir y mezclar con la salsa caliente. 5. Servir enseguida.",Hornalla,20-25 min,Fácil,Reservá un poco del agua de cocción para aligerar la salsa si hace falta.
Cena,Fideos integrales con verduras,"Fideos integrales, zucchini, zanahoria, cebolla.","1. Cocinar los fideos integrales hasta que estén tiernos. 2. Cortar los vegetales en tiras finas. 3. Saltear cebolla, zucchini y zanahoria hasta dorar suavemente. 4. Incorporar los fideos escurridos. 5. Mezclar bien y servir caliente.",Sartén,15-20 min,Fácil,Cociná las verduras a fuego medio para que queden tiernas y jugosas.
Cena,Filet de merluza,"Merluza, limón, sal.","1. Colocar los filets limpios en una fuente para horno. 2. Rociar con jugo de limón y agregar una pizca de sal. 3. Sumar un hilo de aceite por encima. 4. Cocinar hasta que el pescado esté blanco, firme y apenas jugoso.",Horno,10-12 min,Fácil,No lo cocines de más para que no se seque.
Cena,Filet de merluza al limón,"Merluza, limón, aceite.",1. Disponer el pescado en una fuente apenas aceitada. 2. Agregar jugo de limón por encima y una pizca de sal si deseás. 3. Incorporar un chorrito de aceite. 4. Cocinar solo hasta que cambie de color y esté firme.,Horno,10-12 min,Fácil,La merluza se cocina rápido; vigilala de cerca.
Cena,Guarnición de calabaza,"Calabaza, aceite, condimentos.",1. Cortar la calabaza en cubos o gajos parejos. 2. Condimentar con aceite y especias a gusto. 3. Distribuir en una fuente en una sola capa. 4. Cocinar hasta que esté tierna y dorada en los bordes.,Horno,20-25 min,Muy Fácil,No amontones los trozos para que doren mejor.
Cena,Guarnición de puré mixto,"Papa, calabaza.",1. Pelar y cortar la papa y la calabaza en cubos. 2. Hervir ambos vegetales hasta que estén bien tiernos. 3. Escurrir por completo. 4. Pisar hasta obtener un puré cremoso y homogéneo. 5. Condimentar a gusto y servir caliente.,Hornalla,20 min,Muy Fácil,Escurrir bien evita que quede aguado.
Cena,Guarnición de verduras grilladas,"Verduras varias (morrón, berenjena, etc).",1. Cortar las verduras en tiras o rodajas parejas. 2. Cocinarlas en plancha caliente o al horno hasta marcarlas bien. 3. Dar vuelta cuando tomen color. 4. Retirar cuando estén tiernas y doradas. 5. Servir calientes o tibias.,Plancha,15 min,Muy Fácil,No las pinches para conservar mejor sus jugos.
Cena,Guiso de arroz y verduras,"Arroz, verduras, caldo.",1. Picar las verduras elegidas en cubos pequeños. 2. Saltearlas en una olla con un toque de aceite hasta perfumar. 3. Incorporar el arroz y mezclar unos segundos. 4. Agregar caldo caliente de a poco. 5. Cocinar hasta que el arroz esté tierno y el guiso cremoso.,Hornalla,20-25 min,Fácil,Revolvé de vez en cuando para evitar que se pegue y lograr mejor textura.
Cena,Guiso de arvejas,"Arvejas, cebolla, zanahoria.",1. Picar la cebolla y la zanahoria en cubos pequeños. 2. Rehogarlas en una olla hasta que estén tiernas. 3. Incorporar las arvejas y mezclar bien. 4. Agregar un poco de agua o caldo si hace falta. 5. Cocinar a fuego bajo hasta integrar sabores.,Hornalla,30-40 min,Fácil,Revolvé cada tanto para una cocción pareja.
Cena,Guiso de calabaza,"Calabaza, cebolla, tomate.",1. Cortar la calabaza en cubos medianos. 2. Rehogar la cebolla picada hasta dorar suavemente. 3. Agregar tomate picado y cocinar unos minutos. 4. Incorporar la calabaza y un poco de líquido. 5. Cocinar hasta que esté tierna y pisar levemente para espesar.,Hornalla,30-40 min,Fácil,Revolvé seguido para que no se agarre al fondo.
Cena,Guiso de fideos,"Fideos, verduras, tomate.",1. Preparar una base salteando cebolla y verduras picadas. 2. Agregar tomate triturado o picado. 3. Incorporar caldo o agua caliente. 4. Sumar los fideos secos directamente a la olla. 5. Cocinar revolviendo hasta que estén tiernos y el guiso espeso.,Hornalla,20-25 min,Fácil,Revolvé seguido para que el fideo no se pegue.
Cena,Guiso de garbanzos,"Garbanzos, cebolla, tomate, verduras.",1. Rehogar la cebolla y las verduras picadas hasta ablandar. 2. Incorporar tomate y cocinar unos minutos. 3. Agregar los garbanzos cocidos. 4. Sumar un poco de caldo y cocinar a fuego bajo. 5. Dejar espesar lentamente antes de servir.,Hornalla,30-40 min,Media,"Si reposa unos minutos, queda aún más sabroso."
Cena,Guiso de lentejas,"Lentejas, morrón, cebolla, zanahoria, arvejas, salsa de tomate.","1. Cocinar las lentejas hasta que estén tiernas. 2. Rehogar cebolla, morrón y zanahoria picados. 3. Agregar salsa de tomate y mezclar. 4. Incorporar las lentejas y las arvejas. 5. Cocinar a fuego lento hasta que todo quede integrado y espeso.",Hornalla,30-40 min,Media,Revolvé cada tanto para evitar que se pegue.
Cena,Guiso de lentejas liviano,"Lentejas, cebolla, zanahoria, tomate.",1. Rehogar la cebolla y la zanahoria en una olla. 2. Agregar tomate picado o triturado. 3. Incorporar las lentejas cocidas o previamente remojadas. 4. Sumar agua o caldo si hace falta. 5. Cocinar hasta que todo esté tierno y sabroso.,Hornalla,30-40 min,Media,Ideal para una versión más liviana y nutritiva.
Cena,Guiso de lentejas tradicional,"Lentejas, papa, zanahoria, cebolla.",1. Colocar en una olla las lentejas junto con la cebolla picada. 2. Agregar papa y zanahoria en cubos. 3. Cubrir con caldo caliente. 4. Cocinar a fuego bajo hasta que las lentejas estén tiernas y el líquido reduzca. 5. Revolver ocasionalmente antes de servir.,Hornalla,30-40 min,Media,"Si lo dejás reposar unos minutos, espesa mejor."
Cena,Guiso de papa,"Papa, cebolla, tomate, caldo.",1. Rehogar la cebolla picada hasta tiernizar. 2. Agregar tomate y cocinar unos minutos. 3. Incorporar la papa en cubos medianos. 4. Cubrir con caldo caliente. 5. Cocinar hasta que la papa esté tierna y el caldo reduzca.,Hornalla,30-40 min,Fácil,Cortá la papa pareja para una cocción uniforme.
Cena,Guiso de porotos,"Porotos, cebolla, zanahoria.",1. Rehogar la cebolla y la zanahoria picadas en una olla. 2. Incorporar los porotos cocidos y mezclar bien. 3. Agregar un poco de caldo o agua caliente. 4. Cocinar unos minutos más hasta espesar y unir sabores. 5. Servir caliente.,Hornalla,30-40 min,Media,Queda mejor si lo dejás descansar unos minutos antes de servir.
Cena,Guiso de quinoa,"Quinoa, verduras, tomate.",1. Lavar muy bien la quinoa bajo agua fría. 2. Picar las verduras en cubos pequeños. 3. Rehogarlas en una olla hasta tiernizar. 4. Agregar tomate picado o triturado y cocinar unos minutos. 5. Incorporar la quinoa y cubrir con caldo o agua. 6. Cocinar hasta que la quinoa esté tierna y el guiso espeso.,Hornalla,20-25 min,Media,Revolvé cada tanto para que no se adhiera al fondo.
Cena,Guiso de trigo burgol,"Trigo burgol, verduras.",1. Picar las verduras elegidas en cubos pequeños. 2. Rehogarlas en una olla con un toque de aceite. 3. Incorporar el trigo burgol y mezclar bien. 4. Agregar caldo o agua caliente. 5. Cocinar hasta que el trigo esté tierno y el líquido reducido.,Hornalla,30-40 min,Media,"Si necesita más líquido, agregalo caliente de a poco."
Cena,Guiso de verduras,"Verduras varias, caldo.",1. Cortar todos los vegetales en trozos medianos. 2. Rehogarlos en una olla unos minutos para potenciar sabor. 3. Cubrir con caldo caliente. 4. Cocinar a fuego medio hasta que estén bien tiernos. 5. Ajustar condimentos y servir caliente.,Hornalla,30-40 min,Fácil,Revolvé cada tanto para una cocción pareja.
Cena,Hamburguesa con ensalada,"Hamburguesa casera (carne o pollo), zanahoria, tomate, rúcula, aceite.",1. Cocinar la hamburguesa en plancha caliente hasta dorar ambos lados. 2. Lavar la rúcula y secarla bien. 3. Cortar el tomate y rallar la zanahoria. 4. Mezclar los vegetales con aceite y sal. 5. Servir la hamburguesa junto a la ensalada fresca.,Horno,15-20 min,Fácil,El contraste entre caliente y frío la hace más rica.
Cena,Hamburguesa veggie con calabaza,"Hamburguesa de quinoa o arroz, calabaza, aceite.",1. Cortar la calabaza en rodajas o cubos parejos. 2. Condimentarla con aceite y llevar al horno hasta dorar. 3. Cocinar la hamburguesa veggie en plancha o junto a la calabaza. 4. Servir todo caliente.,Horno,15-20 min,Fácil,"Si la hamburguesa es casera, enfriar la mezcla ayuda a formarla."
Cena,Hamburguesas caseras,"Carne picada magra, condimentos.",1. Colocar la carne en un bowl y condimentar a gusto. 2. Mezclar apenas hasta integrar. 3. Formar discos del mismo tamaño. 4. Disponer en una placa apenas aceitada. 5. Cocinar hasta dorar ambos lados o al punto deseado.,Horno,12 min,Fácil,No compactarlas demasiado para que queden tiernas.
Cena,Hamburguesas de arroz integral,"Arroz integral cocido, huevo, verduras ralladas.",1. Mezclar el arroz cocido con el huevo y las verduras ralladas. 2. Integrar bien hasta formar una masa uniforme. 3. Armar medallones con las manos húmedas. 4. Cocinar en sartén con apenas aceite. 5. Dorar de ambos lados y servir.,Sartén,15-20 min,Fácil,Llevar la mezcla a frío facilita mucho el armado.
Cena,Hamburguesas de garbanzos,"Garbanzos cocidos, cebolla, ajo, avena.",1. Procesar los garbanzos junto con la cebolla y el ajo. 2. Incorporar avena hasta lograr consistencia firme. 3. Formar medallones parejos. 4. Disponer en una placa o fuente. 5. Cocinar hasta dorar ambos lados.,Horno,15-20 min,Fácil,"Si la mezcla queda húmeda, sumá más avena."
